Loan_ID,Customer_ID,Customer_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Salary,Other_Income,Loan_Amount,Product_Type,Credit_Score,Tenure_Months,Interest_Rate,EMI,Current_Status,Delinquency_Flag,Channel,Issue_Date,Region
L0533,C00533,42,Male,Divorced,2,High School,Self-Employed,14598333,14615254,84213491,Auto,639,48,16.73,5428935,Closed,1,Online,19-10-2024,Jakarta
L0534,C00534,33,Male,Married,2,Masters,Salaried,24114022,14378204,322916572,Mortgage,679,48,23.2,16604634,Active,0,Branch,30-06-2024,Jakarta
L0535,C00535,39,Male,Married,3,Masters,Salaried,33500768,14413188,231901865,Education,629,48,10.87,18836504,Restructured,0,Branch,05-09-2025,Medan
L0536,C00536,56,Female,Married,1,Bachelors,Salaried,36243706,10689065,46753179,Personal,644,12,8.41,6999566,Active,0,Agent,18-06-2023,Medan
L0537,C00537,32,Male,Married,3,High School,Salaried,12517201,11841158,476823546,Mortgage,619,36,8.63,7810136,Closed,0,Partner,05-05-2023,Surabaya
L0538,C00538,61,Female,Married,1,Bachelors,Freelancer,58239735,8234025,384574801,Personal,794,72,17.4,5390741,Active,0,Branch,21-04-2025,Jakarta
L0539,C00539,39,Female,Married,0,Masters,Salaried,5658139,3945123,291550029,Personal,762,60,8.99,11048657,Closed,0,Partner,04-05-2023,Jakarta
L0540,C00540,32,Male,Single,1,Masters,Salaried,58302072,10943336,127082577,BNPL,639,60,23.34,13070834,Active,0,Online,27-10-2022,Bali
L0541,C00541,29,Female,Married,2,High School,Freelancer,20860467,4768026,177268059,Mortgage,608,36,10.27,9242909,Active,0,Partner,18-08-2025,Bandung
L0542,C00542,27,Male,Single,2,High School,Salaried,45147295,10552377,230006679,Personal,696,60,12.88,3899529,Delinquent,0,Branch,15-10-2022,Bandung
L0543,C00543,48,Male,Married,1,Masters,Salaried,13234955,4083501,253891847,Personal,577,12,21.16,17688621,Restructured,0,Online,30-04-2023,Surabaya
L0544,C00544,34,Male,Married,1,Bachelors,Salaried,28385903,4836161,69066485,Auto,621,12,11.5,8681356,Active,0,Branch,20-09-2024,Jakarta
L0545,C00545,51,Male,Married,1,Bachelors,Freelancer,25882729,1780248,299970484,Personal,563,36,11.89,19158389,Delinquent,0,Branch,23-01-2025,Bali
L0546,C00546,39,Male,Single,3,PhD,Salaried,37033050,6126664,121541703,Personal,573,36,18.28,14454748,Active,0,Branch,28-09-2023,Jakarta
L0547,C00547,36,Female,Single,1,High School,Salaried,27992457,13449076,442545242,Personal,661,24,12.42,15626405,Delinquent,0,Branch,12-10-2024,Medan
L0548,C00548,25,Female,Married,0,Bachelors,Salaried,26094509,10996634,253349603,Personal,593,36,11.48,18828844,Closed,0,Branch,29-03-2024,Surabaya
L0549,C00549,55,Female,Single,3,High School,Salaried,18409459,7709824,108097412,BNPL,778,24,12.07,3386568,Active,0,Partner,16-01-2025,Bandung
L0550,C00550,32,Male,Single,3,Bachelors,Salaried,17859305,13712982,460266080,Personal,605,36,15.85,12837630,Delinquent,0,Partner,20-03-2025,Jakarta
L0551,C00551,45,Male,Single,1,Masters,Salaried,58393129,14375753,238365616,Personal,767,48,23.46,1148388,Delinquent,0,Online,25-12-2023,Surabaya
L0552,C00552,41,Male,Divorced,0,Bachelors,Salaried,47242890,4795817,87063521,Auto,772,48,21.32,8786637,Active,0,Agent,03-05-2025,Bandung
L0553,C00553,56,Female,Married,3,PhD,Freelancer,50894422,2180019,132032413,BNPL,669,12,12.55,6077831,Closed,0,Branch,26-08-2024,Jakarta
L0554,C00554,43,Male,Single,2,Bachelors,Self-Employed,27381281,14848664,96735175,Personal,728,36,13.81,4101954,Active,0,Partner,29-10-2023,Bali
L0555,C00555,36,Female,Single,3,Bachelors,Salaried,55174008,779957,292359870,Personal,581,48,15.43,8280054,Delinquent,0,Branch,17-11-2023,Surabaya
L0556,C00556,59,Female,Single,1,High School,Freelancer,30206963,1913980,75758489,Personal,727,36,23.66,9938606,Closed,0,Online,13-01-2023,Jakarta
L0557,C00557,62,Male,Married,0,Bachelors,Salaried,18222119,1507394,123431992,Mortgage,718,36,10.76,5973216,Active,0,Online,29-07-2024,Bandung
L0558,C00558,59,Male,Married,1,Bachelors,Salaried,30937789,2979845,141308836,Auto,743,48,13.72,8285599,Closed,0,Partner,04-07-2023,Bandung
L0559,C00559,34,Female,Single,2,High School,Self-Employed,38857878,2712188,218106209,BNPL,574,72,19.67,7961990,Active,1,Branch,23-01-2023,Bali
L0560,C00560,51,Male,Single,2,Bachelors,Freelancer,41925916,8642873,489349766,Education,665,12,23.42,3577697,Active,0,Partner,08-01-2024,Surabaya
L0561,C00561,25,Female,Single,2,Bachelors,Self-Employed,6398558,4713797,363167998,Mortgage,785,36,10.49,8676465,Active,0,Branch,06-07-2023,Surabaya
L0562,C00562,55,Male,Married,1,Masters,Salaried,7761158,14844468,144941607,Mortgage,738,36,11.64,7232238,Active,0,Online,15-01-2025,Jakarta
L0563,C00563,43,Male,Married,3,Bachelors,Freelancer,6717479,910913,290812635,Auto,615,36,11.61,6328567,Closed,0,Online,04-10-2022,Bandung
L0564,C00564,49,Female,Single,1,Masters,Salaried,31964256,2057017,264990246,Personal,591,24,8.33,13701880,Active,1,Partner,10-10-2024,Bandung
L0565,C00565,63,Male,Single,0,High School,Freelancer,6045716,653817,28397030,Education,742,24,17.67,13786482,Active,0,Online,27-12-2022,Bali
L0566,C00566,31,Female,Single,3,High School,Contract,8823873,996433,464429147,Personal,713,24,18.73,4577141,Closed,0,Partner,24-04-2024,Bali
L0567,C00567,38,Male,Divorced,2,Bachelors,Salaried,58293585,10423894,212829310,Personal,798,72,17.64,18593689,Active,0,Online,30-01-2023,Surabaya
L0568,C00568,32,Female,Single,1,Bachelors,Self-Employed,34260462,2581505,23772237,Mortgage,625,48,9.14,14502619,Active,0,Partner,16-04-2023,Bandung
L0569,C00569,29,Female,Married,2,High School,Salaried,16323620,6555851,230932148,Personal,686,48,9.11,13346138,Active,0,Online,30-12-2022,Jakarta
L0570,C00570,30,Male,Married,2,Masters,Salaried,42248225,4108949,357476453,Auto,713,60,11.37,17639475,Closed,0,Online,17-06-2023,Medan
L0571,C00571,64,Female,Single,0,Masters,Salaried,36515219,6128420,486458627,Auto,782,12,12.64,2430264,Active,1,Branch,23-04-2025,Jakarta
L0572,C00572,37,Male,Single,3,Bachelors,Salaried,54729314,4876691,312388713,Auto,769,60,20.58,7498450,Active,0,Branch,12-07-2024,Bali
L0573,C00573,58,Male,Single,0,High School,Freelancer,11115762,13728870,141778513,BNPL,587,36,10.55,11024454,Active,0,Online,25-07-2025,Jakarta
L0574,C00574,27,Male,Married,0,Masters,Self-Employed,15509308,4674071,460676075,Personal,710,24,8.71,17580252,Delinquent,0,Agent,07-03-2023,Bandung
L0575,C00575,33,Female,Married,0,Bachelors,Salaried,41108021,4203887,75449071,Auto,719,60,14.3,3729974,Active,0,Online,16-02-2023,Surabaya
L0576,C00576,60,Female,Married,2,Masters,Freelancer,23475629,13157587,23654424,Auto,610,60,14.66,12175594,Restructured,0,Branch,12-01-2023,Medan
L0577,C00577,62,Male,Married,0,Masters,Contract,32696893,7138512,347429510,Mortgage,723,60,15.21,19112580,Closed,0,Online,12-09-2022,Surabaya
L0578,C00578,29,Male,Single,0,Masters,Salaried,18027415,9886458,166086939,Mortgage,763,12,21.23,12048541,Delinquent,0,Online,11-02-2024,Medan
L0579,C00579,47,Female,Divorced,3,Bachelors,Contract,38692231,4036480,27007812,Personal,638,72,9.57,10310071,Active,0,Branch,01-03-2025,Medan
L0580,C00580,22,Male,Married,3,High School,Salaried,47124829,7567476,242354626,Mortgage,738,72,19.26,10222329,Active,1,Online,02-05-2025,Bandung
L0581,C00581,25,Male,Single,0,Bachelors,Freelancer,36882923,9335411,14993899,Personal,567,36,13.41,9820939,Delinquent,0,Partner,07-07-2025,Bandung
L0582,C00582,49,Female,Divorced,3,Bachelors,Salaried,59149428,3486444,222594398,Education,619,12,12.96,12252265,Active,0,Online,04-05-2024,Bali
L0583,C00583,57,Male,Married,3,Masters,Salaried,29673161,7163357,47677422,Personal,631,24,22.92,11115084,Active,0,Partner,16-11-2023,Bali
L0584,C00584,58,Female,Married,0,High School,Salaried,9170163,12398696,25905769,Mortgage,665,72,11.98,7589081,Active,0,Online,11-09-2022,Medan
L0585,C00585,39,Male,Married,2,High School,Self-Employed,43183088,10484206,426952569,Personal,629,36,18.28,3323729,Restructured,0,Online,20-03-2025,Bali
L0586,C00586,28,Female,Married,0,Masters,Salaried,44436481,5509165,410054163,Personal,564,36,12.4,19427177,Closed,0,Online,12-08-2025,Bandung
L0587,C00587,21,Male,Married,3,Masters,Salaried,10688505,4873014,156712146,Auto,725,24,16.11,10197618,Active,0,Partner,22-06-2024,Bali
L0588,C00588,42,Male,Single,2,Masters,Salaried,14190617,468298,92519279,BNPL,749,24,20.58,6124595,Closed,0,Branch,26-08-2023,Medan
L0589,C00589,37,Female,Single,1,Masters,Freelancer,29464547,12391639,457338875,Auto,562,48,22.11,5709075,Active,1,Partner,19-06-2023,Surabaya
L0590,C00590,27,Male,Divorced,2,Bachelors,Salaried,9306080,4330453,120485386,Education,668,36,21.42,12988221,Closed,0,Branch,24-11-2022,Jakarta
L0591,C00591,45,Female,Single,3,Bachelors,Salaried,35245806,570303,201046503,Auto,592,72,17.31,11664782,Active,0,Partner,07-09-2024,Bali
L0592,C00592,24,Male,Single,2,Masters,Salaried,19389772,9377259,77403222,Auto,737,48,11.98,8173625,Delinquent,0,Branch,28-12-2024,Bandung
L0593,C00593,56,Female,Married,0,Bachelors,Salaried,11805080,5170988,91488646,Personal,606,48,18.58,18948332,Active,0,Online,29-10-2022,Surabaya
L0594,C00594,26,Female,Married,1,Bachelors,Freelancer,21990019,3317657,185367062,BNPL,748,24,19.36,7982805,Active,0,Online,03-12-2024,Bandung
L0595,C00595,51,Female,Married,1,High School,Freelancer,24033129,13339468,202382652,Personal,566,12,8.17,6010919,Active,0,Branch,18-11-2024,Bali
L0596,C00596,39,Female,Divorced,1,Bachelors,Salaried,29783762,3336640,398749766,BNPL,727,36,15.03,17385082,Active,0,Branch,01-10-2023,Medan
L0597,C00597,64,Male,Single,3,Masters,Salaried,15842852,12577303,417374189,Education,581,24,21.49,3859453,Closed,0,Online,29-11-2022,Jakarta
L0598,C00598,59,Male,Single,3,High School,Self-Employed,42770077,13637065,422624161,Education,699,24,15.83,19395971,Active,0,Partner,01-06-2024,Jakarta
L0599,C00599,47,Female,Single,1,High School,Salaried,38400086,5000738,199519721,Auto,604,72,12.98,13497650,Active,0,Branch,26-01-2023,Surabaya
L0600,C00600,30,Female,Married,2,Bachelors,Freelancer,7870581,14730775,457582610,Mortgage,792,36,21.95,15726965,Active,0,Branch,17-11-2022,Jakarta
L0601,C00601,46,Female,Married,1,High School,Self-Employed,28792448,2660891,11247752,Mortgage,734,24,10.49,3463208,Active,1,Online,27-03-2024,Medan
L0602,C00602,39,Male,Single,2,High School,Self-Employed,13120459,6995919,39750575,Personal,562,24,11.3,5004168,Active,1,Branch,14-04-2025,Bandung
L0603,C00603,59,Male,Married,2,Bachelors,Salaried,16883287,4616167,182467314,Mortgage,596,24,19,9784599,Active,1,Online,06-11-2022,Medan
L0604,C00604,23,Male,Married,3,Masters,Salaried,45154932,8947727,468342609,Personal,636,72,13.64,2981908,Active,0,Online,31-07-2024,Surabaya
L0605,C00605,33,Male,Married,2,Bachelors,Contract,21856056,5998544,199850664,Auto,611,24,19.41,9993487,Active,0,Partner,06-08-2024,Surabaya
L0606,C00606,48,Female,Divorced,1,High School,Salaried,10408647,14514418,189475247,Personal,731,24,10.52,1280759,Active,0,Online,09-04-2025,Jakarta
L0607,C00607,40,Female,Single,3,High School,Self-Employed,5161297,10352565,278552364,Personal,578,48,12.04,14538302,Delinquent,0,Online,07-11-2024,Medan
L0608,C00608,48,Female,Married,0,Bachelors,Salaried,33135480,2342094,213669737,Personal,571,24,10.51,19897206,Closed,0,Online,28-06-2024,Bandung
L0609,C00609,28,Male,Married,0,Bachelors,Self-Employed,6931375,2192271,55318936,Auto,614,24,23.25,14934360,Active,0,Branch,06-11-2024,Medan
L0610,C00610,61,Male,Married,3,Masters,Salaried,9243460,13406177,418500083,Mortgage,578,24,14.49,6883417,Closed,0,Online,07-03-2025,Bandung
L0611,C00611,59,Male,Married,1,Bachelors,Salaried,40859865,2845376,402672845,Personal,597,24,13.4,14185200,Delinquent,0,Online,18-11-2023,Bandung
L0612,C00612,21,Female,Married,0,Masters,Salaried,10926069,3956558,379950315,Auto,554,12,8.23,14606316,Active,0,Branch,17-01-2024,Medan
L0613,C00613,23,Female,Married,0,High School,Self-Employed,25997458,5236441,254120344,Personal,799,12,10.45,9533216,Delinquent,0,Branch,15-04-2025,Bali
L0614,C00614,33,Male,Single,2,Bachelors,Self-Employed,11739202,3731570,391435282,Auto,712,60,14.74,9324672,Active,0,Agent,13-05-2025,Medan
L0615,C00615,48,Female,Married,2,High School,Salaried,40641433,6342211,82469542,Mortgage,796,12,9.1,9525380,Delinquent,1,Online,14-07-2024,Bandung
L0616,C00616,45,Male,Divorced,1,Masters,Salaried,58013370,11420970,220356342,Auto,751,48,16.17,14277111,Active,0,Online,02-08-2024,Surabaya
L0617,C00617,53,Male,Divorced,3,Bachelors,Self-Employed,42010105,9590596,169621454,Mortgage,760,48,15.28,14379592,Active,0,Branch,22-07-2024,Surabaya
L0618,C00618,58,Female,Single,1,Bachelors,Salaried,12605502,13434338,385711055,Personal,650,36,20.27,9209093,Active,0,Online,13-06-2025,Jakarta
L0619,C00619,26,Male,Single,3,High School,Salaried,30038411,5831052,343921818,Mortgage,620,24,18.56,13075801,Restructured,0,Partner,16-01-2025,Surabaya
L0620,C00620,64,Female,Single,0,High School,Salaried,6731530,9978954,87657703,Auto,723,12,15.14,17141339,Closed,0,Branch,26-02-2024,Bali
L0621,C00621,52,Male,Married,2,Bachelors,Salaried,43913131,13685713,118790974,Auto,712,48,11.59,13626727,Active,0,Online,26-01-2025,Bandung
L0622,C00622,41,Female,Married,1,High School,Salaried,50355675,14869985,68544451,Mortgage,722,48,19.63,16789251,Active,0,Partner,23-04-2025,Medan
L0623,C00623,36,Female,Single,1,Bachelors,Salaried,11773329,7939174,224219762,Personal,690,48,19.33,12097290,Active,0,Online,06-04-2024,Medan
L0624,C00624,41,Female,Married,3,High School,Salaried,13530508,12823529,169866002,Mortgage,687,12,10.45,7709332,Active,0,Agent,18-07-2024,Bali
L0625,C00625,31,Male,Married,3,Bachelors,Salaried,10552612,3254449,192968603,Mortgage,615,60,22.64,1627901,Active,0,Partner,02-12-2022,Surabaya
L0626,C00626,57,Male,Married,1,Masters,Salaried,45643541,8994006,175314772,Personal,747,12,9.03,3981899,Active,0,Branch,12-07-2024,Bandung
L0627,C00627,56,Female,Married,3,Masters,Salaried,36861707,4307910,216636666,Personal,621,36,8.88,14459034,Delinquent,0,Online,07-02-2024,Surabaya
L0628,C00628,55,Female,Married,1,Masters,Salaried,11829313,9976122,380618350,Personal,777,36,11,7386676,Closed,0,Online,07-10-2023,Jakarta
L0629,C00629,39,Male,Married,1,High School,Freelancer,50316734,3322918,398535200,Education,574,12,22.55,2588253,Active,0,Online,19-08-2025,Surabaya
L0630,C00630,40,Male,Single,1,High School,Salaried,53272356,5271810,43600239,Mortgage,721,36,16.32,18460261,Active,1,Online,09-04-2024,Jakarta
L0631,C00631,38,Male,Married,0,Bachelors,Salaried,19882694,4935371,430866386,Personal,609,48,20.61,16624763,Delinquent,0,Branch,15-09-2023,Medan
L0632,C00632,61,Female,Married,3,Bachelors,Salaried,50920537,260102,446098845,Personal,724,60,11.65,5216101,Closed,0,Agent,15-08-2025,Bandung
L0633,C00633,34,Male,Married,2,Bachelors,Salaried,35931929,5516825,94546581,Auto,589,60,15.84,9238439,Closed,0,Branch,16-08-2025,Jakarta
L0634,C00634,35,Male,Married,2,High School,Salaried,14057483,5818528,145776002,BNPL,556,36,13.73,14343855,Restructured,0,Branch,07-04-2025,Surabaya
L0635,C00635,51,Female,Married,3,High School,Salaried,9790287,8214372,291646948,Personal,723,48,21.25,11771600,Closed,0,Branch,23-11-2023,Surabaya
L0636,C00636,21,Male,Single,1,High School,Freelancer,22030294,8536239,438466280,Personal,700,12,8.36,14633512,Active,0,Partner,27-12-2023,Medan
L0637,C00637,23,Male,Married,2,Masters,Salaried,20446951,1343054,383831121,BNPL,760,36,11.9,19816498,Active,1,Online,02-03-2024,Bali
L0638,C00638,36,Male,Single,2,High School,Contract,55700541,10722305,407448650,Personal,595,24,10.44,1661944,Restructured,0,Branch,26-03-2024,Bali
L0639,C00639,43,Female,Single,3,Bachelors,Salaried,8101883,3159016,130378799,Personal,635,36,21.75,11643876,Active,0,Partner,15-11-2023,Surabaya
L0640,C00640,31,Female,Married,2,High School,Salaried,27176072,1726334,13764993,Education,690,24,15.48,13850341,Active,1,Partner,16-06-2023,Bali
L0641,C00641,32,Female,Divorced,1,Bachelors,Salaried,5715295,3353030,228413771,Mortgage,570,36,14.47,14376714,Active,0,Agent,08-02-2024,Bandung
L0642,C00642,30,Female,Single,3,Bachelors,Salaried,23656014,1847199,467076533,Personal,550,36,15.19,17795119,Closed,0,Partner,27-11-2024,Bali
L0643,C00643,52,Female,Married,1,Masters,Salaried,25777956,14960259,497722757,Personal,672,60,23.55,16367923,Restructured,0,Online,06-07-2025,Bandung
L0644,C00644,36,Female,Married,2,Masters,Self-Employed,31158476,11596051,428229866,Personal,696,36,21.6,8100883,Active,0,Branch,02-01-2025,Surabaya
L0645,C00645,28,Female,Single,2,Bachelors,Salaried,39608644,1638004,400617850,Personal,674,72,19.3,2661241,Active,0,Online,12-01-2023,Surabaya
L0646,C00646,58,Male,Married,1,Masters,Freelancer,24135946,1729187,237915687,BNPL,737,48,12.65,14832962,Delinquent,0,Branch,31-01-2023,Surabaya
L0647,C00647,32,Male,Married,0,PhD,Freelancer,42039433,11716383,115281515,Auto,582,36,10.64,11892542,Active,1,Branch,31-10-2023,Medan
L0648,C00648,44,Female,Married,2,Masters,Salaried,7080563,4461595,66798428,Mortgage,553,48,22.74,11317704,Active,0,Branch,08-08-2025,Bali
L0649,C00649,48,Male,Single,0,Masters,Salaried,30449640,5817676,292952058,Education,783,12,14.77,2401170,Delinquent,0,Agent,10-10-2022,Jakarta
L0650,C00650,28,Male,Single,2,High School,Salaried,32006644,3460096,439526237,Auto,552,60,12.46,14026796,Active,0,Branch,03-12-2023,Jakarta
L0651,C00651,48,Female,Married,0,Bachelors,Salaried,20956333,1330363,206988161,Personal,640,36,15.53,15865779,Active,0,Online,10-09-2023,Surabaya
L0652,C00652,56,Male,Married,0,High School,Salaried,10243534,3446839,239233352,Auto,601,72,22.69,10846358,Closed,0,Online,22-10-2023,Bali
L0653,C00653,46,Male,Single,0,High School,Salaried,37522999,3113506,179323886,Education,782,48,14.19,5608474,Active,0,Partner,17-12-2022,Bandung
L0654,C00654,28,Male,Married,1,PhD,Salaried,16065982,12686447,291861889,BNPL,776,60,17,12765091,Delinquent,0,Online,14-10-2023,Jakarta
L0655,C00655,48,Male,Single,0,Bachelors,Salaried,49667943,8167197,343952348,Personal,577,48,20.85,9922571,Active,0,Online,19-08-2025,Surabaya
L0656,C00656,48,Male,Married,0,Masters,Contract,55457499,13630773,222222176,Mortgage,619,24,14.83,14721078,Active,0,Online,05-11-2022,Jakarta
L0657,C00657,57,Female,Single,0,Masters,Self-Employed,24427743,13928440,377392457,Auto,747,24,11.74,15002202,Active,1,Branch,12-05-2025,Jakarta
L0658,C00658,61,Female,Divorced,2,Masters,Freelancer,9861282,1561014,400267617,Education,732,36,23.91,19891552,Active,0,Online,01-01-2024,Jakarta
L0659,C00659,56,Female,Single,0,PhD,Salaried,22572094,13305560,381998955,Personal,606,36,23.31,11941279,Delinquent,0,Agent,19-11-2024,Surabaya
L0660,C00660,47,Male,Single,2,High School,Salaried,7053262,13166159,129091382,Auto,657,24,21.5,3888851,Closed,1,Agent,09-06-2023,Surabaya
L0661,C00661,37,Female,Single,0,High School,Salaried,57268783,4589369,117725511,BNPL,764,60,19.01,5378023,Delinquent,0,Agent,20-01-2024,Medan
L0662,C00662,29,Male,Single,0,Bachelors,Salaried,32707220,6621778,34336228,Auto,774,36,12.72,13383582,Active,1,Online,28-10-2023,Medan
L0663,C00663,53,Male,Married,1,High School,Salaried,28226944,11208256,468671968,Auto,693,72,22.61,15801310,Closed,0,Agent,30-03-2023,Medan
L0664,C00664,40,Male,Divorced,2,High School,Self-Employed,30392003,7531844,412354798,Personal,573,60,12.41,9539016,Active,0,Agent,15-11-2023,Jakarta
L0665,C00665,33,Male,Single,0,Bachelors,Self-Employed,35234634,3257983,437219973,Personal,746,36,20.81,6923827,Delinquent,1,Agent,28-01-2023,Bali
L0666,C00666,48,Female,Married,2,Masters,Salaried,40626603,6902066,310401899,Personal,718,60,22.69,19827342,Closed,0,Branch,13-11-2024,Surabaya
L0667,C00667,49,Female,Married,2,Bachelors,Salaried,36125529,6073877,186968830,Education,783,36,17.65,6231308,Active,1,Partner,16-12-2022,Medan
L0668,C00668,33,Male,Married,3,Bachelors,Salaried,33814268,13520599,340144871,Personal,626,60,20.85,19732815,Active,1,Online,09-04-2025,Bali
L0669,C00669,55,Female,Married,1,Bachelors,Salaried,44014820,12042858,241326444,Auto,724,36,20.67,7638111,Active,1,Partner,20-02-2024,Medan
L0670,C00670,26,Male,Single,1,High School,Salaried,52828630,13632620,279102994,Mortgage,625,36,11.09,8169165,Active,0,Online,07-01-2025,Medan
L0671,C00671,38,Female,Married,1,High School,Salaried,59875988,8033651,48161887,Personal,618,36,18.69,12610247,Restructured,0,Online,15-06-2025,Bali
L0672,C00672,25,Female,Married,3,Masters,Salaried,15867948,751972,62344986,Auto,650,36,9.5,11849069,Active,0,Agent,02-11-2024,Medan
L0673,C00673,45,Male,Single,3,Bachelors,Contract,36496428,8648035,278196096,Mortgage,708,36,16.13,17953898,Active,1,Branch,24-05-2023,Jakarta
L0674,C00674,22,Female,Married,1,Masters,Salaried,27889456,11966115,390565738,BNPL,641,36,10.6,19794203,Active,0,Online,19-08-2025,Jakarta
L0675,C00675,30,Male,Single,3,High School,Self-Employed,6200346,3631171,48427123,Mortgage,641,24,14.66,15606381,Closed,0,Agent,17-04-2023,Jakarta
L0676,C00676,50,Female,Married,3,Masters,Salaried,20115750,7973155,364384160,Mortgage,579,60,21.33,11187823,Active,0,Agent,25-11-2024,Bandung
L0677,C00677,25,Male,Single,3,Bachelors,Salaried,30651111,10627763,308246653,Personal,567,36,23.79,15653523,Active,0,Online,15-04-2023,Medan
L0678,C00678,53,Male,Married,1,Bachelors,Salaried,17372428,4976820,305548455,Education,593,36,13.09,18355294,Active,0,Partner,24-06-2023,Bandung
L0679,C00679,21,Female,Married,1,Bachelors,Salaried,27991510,3743185,81370527,Personal,704,48,16.51,16412384,Closed,0,Online,11-07-2025,Surabaya
L0680,C00680,38,Female,Married,1,Masters,Salaried,6760399,10746289,450218384,Mortgage,648,48,16.18,17524715,Active,1,Online,27-06-2024,Bali
L0681,C00681,52,Male,Single,3,Bachelors,Self-Employed,19758076,14933672,255312381,Personal,703,72,23.27,17140807,Closed,0,Online,21-11-2023,Surabaya
L0682,C00682,31,Female,Married,1,Bachelors,Self-Employed,11136062,11244433,162320775,Education,670,36,15.66,16165384,Active,1,Online,01-01-2023,Bandung
L0683,C00683,41,Female,Married,3,PhD,Salaried,20593539,9102869,403379384,Mortgage,780,12,19.19,9797057,Active,0,Online,17-01-2024,Jakarta
L0684,C00684,46,Male,Married,0,Masters,Salaried,50027943,12159041,375689129,Mortgage,790,36,22.75,3566436,Active,0,Online,21-07-2024,Medan
L0685,C00685,45,Male,Married,3,Bachelors,Freelancer,17523855,5768212,341636321,Personal,664,36,13.97,7118313,Active,0,Agent,03-07-2023,Medan
L0686,C00686,42,Female,Married,2,Masters,Salaried,55231966,14857827,237397768,Auto,609,60,22.43,4045236,Active,0,Branch,14-12-2024,Jakarta
L0687,C00687,47,Male,Married,1,Bachelors,Salaried,28124788,12814719,86388727,Mortgage,695,36,22.68,13164078,Active,0,Partner,20-11-2024,Medan
L0688,C00688,33,Male,Single,1,High School,Salaried,28212905,24363,71996450,Mortgage,774,72,22.89,15305541,Closed,0,Partner,24-12-2024,Bali
L0689,C00689,53,Male,Married,2,Bachelors,Self-Employed,18663640,8783406,394108273,Personal,766,36,12.33,3552387,Active,0,Online,09-10-2022,Bali
L0690,C00690,54,Female,Married,3,Masters,Contract,42697835,2045990,339434310,Education,605,72,14.41,4636402,Active,0,Agent,25-05-2023,Bali
L0691,C00691,61,Female,Single,0,Masters,Salaried,40757963,5178652,408876110,BNPL,580,12,21.93,13428706,Delinquent,0,Partner,01-06-2024,Surabaya
L0692,C00692,55,Male,Single,2,Bachelors,Freelancer,35635609,1385049,309448756,Personal,650,60,13.75,18270712,Active,0,Online,05-05-2023,Jakarta
L0693,C00693,21,Female,Single,2,Bachelors,Freelancer,22846628,10487380,324984177,BNPL,608,60,17.6,15466248,Closed,0,Online,20-12-2024,Bali
L0694,C00694,41,Male,Married,3,High School,Salaried,26192959,5567248,36846488,Auto,673,72,9.89,2519493,Delinquent,0,Partner,17-12-2023,Bandung
L0695,C00695,26,Female,Married,1,PhD,Salaried,48975663,1498447,198095810,Auto,679,12,8.9,10657356,Active,0,Partner,14-02-2023,Bali
L0696,C00696,48,Male,Married,3,PhD,Salaried,31401120,11629755,440297851,Personal,646,24,14.59,4714779,Closed,1,Partner,16-10-2024,Surabaya
L0697,C00697,37,Male,Married,2,Bachelors,Contract,41857563,13275806,212089149,Auto,716,48,17.26,18977629,Active,0,Online,23-10-2022,Bandung
L0698,C00698,25,Female,Married,2,Masters,Salaried,28043592,1545288,367588918,Mortgage,738,12,14.28,1831219,Active,0,Online,25-06-2024,Jakarta
L0699,C00699,51,Male,Single,1,Masters,Self-Employed,35550539,12491230,341385773,Auto,784,12,17.24,2955683,Active,0,Branch,20-01-2023,Jakarta
L0700,C00700,25,Female,Single,1,Bachelors,Salaried,58284676,14358477,437597975,Mortgage,656,24,16.24,9663609,Active,0,Branch,16-04-2025,Bali
L0701,C00701,58,Female,Married,1,High School,Self-Employed,34977525,8182320,274193325,Mortgage,740,36,18.97,6598023,Active,0,Online,02-12-2024,Bandung
L0702,C00702,23,Male,Single,3,Bachelors,Salaried,46044723,14860388,86080405,Mortgage,773,36,18.39,16175560,Active,0,Online,30-01-2023,Bandung
L0703,C00703,43,Male,Single,1,Bachelors,Salaried,55729243,1595123,151405834,Personal,567,12,14.79,7483999,Active,0,Branch,25-02-2024,Bali
L0704,C00704,57,Female,Married,2,Bachelors,Freelancer,11188343,12603567,345865519,BNPL,694,24,14.8,15110762,Active,0,Partner,09-11-2024,Bali
L0705,C00705,57,Male,Married,2,Bachelors,Freelancer,53840802,10387693,300575367,Auto,775,36,10.25,2329020,Active,0,Online,07-01-2023,Medan
L0706,C00706,30,Male,Divorced,0,Masters,Freelancer,42347524,9337741,103201190,Personal,716,36,16.21,9267102,Active,0,Branch,25-12-2022,Medan
L0707,C00707,30,Male,Divorced,3,High School,Salaried,40285473,14572602,483592042,Personal,620,12,17.39,18177933,Active,0,Partner,27-02-2024,Bali
L0708,C00708,39,Male,Married,0,Bachelors,Self-Employed,11113100,8839008,36577570,Auto,655,36,15.62,4147573,Active,1,Agent,13-12-2023,Surabaya
L0709,C00709,37,Male,Married,2,Bachelors,Salaried,38389158,5264482,129870000,BNPL,603,60,13.21,8117069,Active,0,Online,23-11-2024,Medan
L0710,C00710,41,Female,Married,0,Bachelors,Salaried,21468585,13249382,175856557,Personal,794,72,19.55,7741935,Active,1,Online,31-10-2022,Bali
